,,Unnamed: 0,Date,Market Cap (intraday),Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA
PNC,118,PNC,12/31/1993,6.81B,,11.42,,,2.49,1.57,,
PNC,119,PNC,9/30/1993,7.20B,,10.32,,,2.61,1.75,,
PNC,120,PNC,6/30/1993,7.66B,,12.31,,,2.85,1.93,,
PNC,121,PNC,3/31/1993,7.79B,,13.14,,,2.88,2.02,,
PNC,122,PNC,12/31/1992,6.63B,,12.18,,,2.51,1.77,,
PNC,123,PNC,9/30/1992,5.64B,,11.25,,,2.31,1.54,,
PNC,124,PNC,6/30/1992,5.87B,,12.33,,,2.36,1.68,,
PNC,125,PNC,3/31/1992,5.37B,,11.99,,,2.17,1.57,,
PNC,126,PNC,12/31/1991,5.06B,,12.08,,,2.08,1.53,,
PNC,127,PNC,9/30/1991,3.94B,,34.53,,,1.71,1.4,,
PNC,128,PNC,6/30/1991,3.48B,,41.05,,,1.62,1.31,,
PNC,129,PNC,3/31/1991,3.18B,,44.76,,,1.5,1.22,,
PNC,130,PNC,12/31/1990,2.07B,,29.22,,,0.98,0.79,,
PNC,131,PNC,9/30/1990,2.11B,,6.87,,,1.12,0.76,,
PNC,132,PNC,6/30/1990,2.84B,,8.82,,,1.5,1.04,,
PNC,133,PNC,3/31/1990,3.74B,,10.11,,,2.0,1.32,,
PNC,134,PNC,12/31/1989,3.90B,,8.0,,,,1.36,,
PNC,135,PNC,9/30/1989,4.44B,,9.28,,,,,,
PNC,136,PNC,6/30/1989,4.03B,,8.5,,,,,,
PNC,137,PNC,3/31/1989,3.54B,,8.13,,,,,,
PNC,138,PNC,12/31/1988,3.43B,,8.35,,,,,,
PNC,139,PNC,9/30/1988,3.70B,,9.09,,,,,,
PNC,140,PNC,6/30/1988,3.72B,,11.38,,,,,,
PNC,141,PNC,3/31/1988,3.26B,,10.28,,,,,,
PNC,142,PNC,12/31/1987,3.12B,,12.67,,,,,,
PNC,143,PNC,9/30/1987,3.86B,,15.58,,,,,,
PNC,144,PNC,6/30/1987,4.06B,,13.25,,,,,,
PNC,145,PNC,3/31/1987,3.83B,,11.85,,,,,,
PNC,146,PNC,12/31/1986,3.34B,,9.17,,,,,,
PNC,147,PNC,9/30/1986,2.15B,,10.19,,,,,,
PNC,148,PNC,6/30/1986,2.12B,,10.57,,,,,,
PNC,149,PNC,3/31/1986,2.09B,,11.58,,,,,,
PNC,150,PNC,12/31/1985,1.66B,,9.62,,,,,,
PNC,151,PNC,9/30/1985,1.25B,,7.36,,,,,,
SIVBQ,0,SIVBQ,As of Date: 4/16/2023Current,33.03M,,0.02,0.03,,0.01,0.0,,
SIVBQ,1,SIVBQ,12/31/2022,13.60B,,8.58,9.75,,2.22,1.15,,
SIVBQ,2,SIVBQ,9/30/2022,19.85B,,13.08,9.26,,3.24,1.62,,
SIVBQ,3,SIVBQ,6/30/2022,23.34B,,13.55,11.17,,3.77,1.89,,
SIVBQ,4,SIVBQ,3/31/2022,32.92B,,17.9,18.25,,5.36,2.61,,
SIVBQ,5,SIVBQ,12/31/2021,39.85B,,20.82,23.75,,6.7,3.26,,
SIVBQ,6,SIVBQ,9/30/2021,37.96B,,18.48,23.53,,6.74,3.95,,
SIVBQ,7,SIVBQ,6/30/2021,30.34B,,18.33,23.64,,6.48,3.44,,
SIVBQ,8,SIVBQ,3/31/2021,26.66B,,21.59,23.81,,6.56,3.38,,
SIVBQ,9,SIVBQ,12/31/2020,20.12B,,18.9,20.96,,5.65,2.7,,
SIVBQ,10,SIVBQ,9/30/2020,12.46B,,14.0,16.47,,3.78,1.79,,
SIVBQ,11,SIVBQ,6/30/2020,11.15B,,11.44,16.5,,3.41,1.67,,
SIVBQ,12,SIVBQ,3/31/2020,7.78B,,6.95,8.61,,2.42,1.27,,
SIVBQ,13,SIVBQ,12/31/2019,12.97B,,11.61,12.66,,4.26,2.2,,
SIVBQ,14,SIVBQ,9/30/2019,10.77B,,9.69,10.48,,3.7,1.94,,
SIVBQ,15,SIVBQ,6/30/2019,11.68B,,11.27,10.94,,4.29,2.17,,
SIVBQ,16,SIVBQ,3/31/2019,11.71B,,12.28,11.04,,4.6,2.27,,
SIVBQ,17,SIVBQ,12/31/2018,9.99B,,12.38,9.74,2.05,4.17,2.03,,
SIVBQ,18,SIVBQ,9/30/2018,16.54B,,23.85,16.23,2.6,7.31,3.55,,
SIVBQ,19,SIVBQ,6/30/2018,15.30B,,26.44,20.12,3.22,7.38,3.48,,
SIVBQ,20,SIVBQ,3/31/2018,12.69B,,26.09,18.38,2.94,6.59,3.04,,
SIVBQ,21,SIVBQ,12/31/2017,12.33B,,26.27,21.41,4.55,6.88,3.04,,
SIVBQ,22,SIVBQ,9/30/2017,9.86B,,22.73,18.05,2.82,5.8,2.53,,
SIVBQ,23,SIVBQ,6/30/2017,9.26B,,22.83,23.31,3.88,5.66,2.46,,
SIVBQ,24,SIVBQ,3/31/2017,9.76B,,25.46,23.87,3.98,6.19,2.68,,
SIVBQ,25,SIVBQ,12/31/2016,8.94B,,24.18,22.57,4.75,5.78,2.5,,
SIVBQ,26,SIVBQ,9/30/2016,5.75B,,16.88,14.9,,3.89,1.64,,
SIVBQ,27,SIVBQ,6/30/2016,4.95B,,14.8,13.28,1.33,3.4,1.46,,
SIVBQ,28,SIVBQ,3/31/2016,5.28B,,15.42,12.94,1.29,3.65,1.65,,
SIVBQ,29,SIVBQ,12/31/2015,6.14B,,19.59,16.95,1.7,4.18,1.93,,
SIVBQ,30,SIVBQ,9/30/2015,5.95B,,20.2,16.81,1.68,4.23,1.95,,
SIVBQ,31,SIVBQ,6/30/2015,7.41B,,28.4,21.19,2.12,5.6,2.49,,
SIVBQ,32,SIVBQ,3/31/2015,6.49B,,23.92,19.38,1.94,4.49,2.3,,
SIVBQ,33,SIVBQ,12/31/2014,5.91B,,21.34,21.83,2.18,3.94,2.17,,
SIVBQ,34,SIVBQ,9/30/2014,5.70B,,19.66,20.2,1.44,3.38,2.13,,
SIVBQ,35,SIVBQ,6/30/2014,5.91B,,20.28,20.83,1.55,3.34,2.82,,
SIVBQ,36,SIVBQ,3/31/2014,5.92B,,27.4,22.47,1.47,4.38,3.01,,
SIVBQ,37,SIVBQ,12/31/2013,4.80B,,23.05,23.04,2.08,3.94,2.47,,
SIVBQ,38,SIVBQ,9/30/2013,3.94B,,21.49,19.61,1.77,3.9,2.13,,
SIVBQ,39,SIVBQ,6/30/2013,3.76B,,20.67,19.57,1.61,3.88,2.01,,
SIVBQ,40,SIVBQ,3/31/2013,3.18B,,18.14,16.56,1.49,3.37,1.74,,
SIVBQ,41,SIVBQ,12/31/2012,2.50B,,14.31,14.81,1.34,2.66,1.36,,
SIVBQ,42,SIVBQ,9/30/2012,2.69B,,17.18,15.58,1.4,3.01,1.57,,
SIVBQ,43,SIVBQ,6/30/2012,2.60B,,14.83,14.24,1.43,2.84,1.59,,
SIVBQ,44,SIVBQ,3/31/2012,2.82B,,16.33,17.39,1.41,3.09,1.81,,
SIVBQ,45,SIVBQ,12/31/2011,2.07B,,13.51,15.6,1.36,2.37,1.35,,
SIVBQ,46,SIVBQ,9/30/2011,1.60B,,10.48,11.04,1.34,1.84,1.04,,
SIVBQ,47,SIVBQ,6/30/2011,2.58B,,16.73,16.89,2.05,3.09,1.79,,
SIVBQ,48,SIVBQ,3/31/2011,2.43B,,22.24,17.57,1.76,3.35,1.85,,
SIVBQ,49,SIVBQ,12/31/2010,2.24B,,23.68,21.55,2.27,3.39,1.76,,
SIVBQ,50,SIVBQ,9/30/2010,1.78B,,21.27,,,2.75,1.4,,
SIVBQ,51,SIVBQ,6/30/2010,1.73B,,23.97,12.41,0.73,2.81,1.4,,
SIVBQ,52,SIVBQ,3/31/2010,1.94B,,31.96,,,3.13,1.65,,
SIVBQ,53,SIVBQ,12/31/2009,1.72B,,63.12,,,2.97,1.53,,
SIVBQ,54,SIVBQ,9/30/2009,1.44B,,80.13,,,3.1,1.7,,
SIVBQ,55,SIVBQ,6/30/2009,902.14M,,35.35,,,1.93,1.13,,
SIVBQ,56,SIVBQ,3/31/2009,658.99M,,16.82,,,1.39,0.86,,
SIVBQ,57,SIVBQ,12/31/2008,860.09M,,11.26,,,1.69,1.12,,
SIVBQ,58,SIVBQ,9/30/2008,1.88B,,18.21,,,3.63,2.58,,
SIVBQ,59,SIVBQ,6/30/2008,1.55B,,14.07,,,2.95,2.26,,
SIVBQ,60,SIVBQ,3/31/2008,1.39B,,12.76,,,2.64,2.06,,
SIVBQ,61,SIVBQ,12/31/2007,1.65B,,14.96,,,3.07,2.43,,
SIVBQ,62,SIVBQ,9/30/2007,1.57B,,16.79,,,3.19,2.35,,
SIVBQ,63,SIVBQ,6/30/2007,1.82B,,20.75,,,3.76,2.79,,
SIVBQ,64,SIVBQ,3/31/2007,1.67B,,20.5,,,3.7,2.65,,
SIVBQ,65,SIVBQ,12/31/2006,1.60B,,20.45,,,3.75,2.69,,
SIVBQ,66,SIVBQ,9/30/2006,1.53B,,20.29,,,3.76,2.69,,
SIVBQ,67,SIVBQ,6/30/2006,1.58B,,20.66,,,3.82,2.79,,
SIVBQ,68,SIVBQ,3/31/2006,1.88B,,22.29,,,4.75,3.21,,
SIVBQ,69,SIVBQ,12/31/2005,1.64B,,20.28,,,4.52,3.01,,
SIVBQ,70,SIVBQ,9/30/2005,1.71B,,21.06,,,4.69,3.13,,
SIVBQ,71,SIVBQ,6/30/2005,1.68B,,22.59,,,4.86,3.15,,
SIVBQ,72,SIVBQ,3/31/2005,1.56B,,22.25,,,4.65,3.02,,
SIVBQ,73,SIVBQ,12/31/2004,1.61B,,25.76,,,4.94,3.03,,
SIVBQ,74,SIVBQ,9/30/2004,1.33B,,44.25,,,4.38,2.6,,
SIVBQ,75,SIVBQ,6/30/2004,1.41B,,45.06,,,4.83,2.98,,
SIVBQ,76,SIVBQ,3/31/2004,1.14B,,73.73,,,4.33,2.4,,
SIVBQ,77,SIVBQ,12/31/2003,1.26B,,112.72,,,5.11,2.83,,
SIVBQ,78,SIVBQ,9/30/2003,954.84M,,27.6,,,4.13,2.1,,
SIVBQ,79,SIVBQ,6/30/2003,821.21M,,29.04,,,3.77,1.9,,
SIVBQ,80,SIVBQ,3/31/2003,707.13M,,15.82,,,3.03,1.25,,
SIVBQ,81,SIVBQ,12/31/2002,751.51M,,15.69,,,3.19,1.27,,
SIVBQ,82,SIVBQ,9/30/2002,727.52M,,14.47,,,2.99,1.17,,
SIVBQ,83,SIVBQ,6/30/2002,1.20B,,18.43,,,4.3,1.88,,
SIVBQ,84,SIVBQ,3/31/2002,1.38B,,16.9,,,4.46,2.2,,
SIVBQ,85,SIVBQ,12/31/2001,1.21B,,14.93,,,3.94,1.93,,
SIVBQ,86,SIVBQ,9/30/2001,958.13M,,8.02,,,2.3,1.46,,
SIVBQ,87,SIVBQ,6/30/2001,1.07B,,13.92,,,2.13,1.62,,
SIVBQ,88,SIVBQ,3/31/2001,1.16B,,7.28,,,2.23,1.89,,
SIVBQ,89,SIVBQ,12/31/2000,1.69B,,11.08,,,3.3,2.96,,
SIVBQ,90,SIVBQ,9/30/2000,2.84B,,21.8,,,6.16,6.52,,
SIVBQ,91,SIVBQ,6/30/2000,1.97B,,15.96,,,4.51,4.52,,
SIVBQ,92,SIVBQ,3/31/2000,1.65B,,16.41,,,4.28,4.13,,
SIVBQ,93,SIVBQ,12/31/1999,1.11B,,20.12,,,3.97,3.01,,
SIVBQ,94,SIVBQ,9/30/1999,503.68M,,15.87,,,2.36,2.07,,
SIVBQ,95,SIVBQ,6/30/1999,516.06M,,17.19,,,2.67,2.27,,
SIVBQ,96,SIVBQ,3/31/1999,429.50M,,14.78,,,2.4,1.92,,
SIVBQ,97,SIVBQ,12/31/1998,352.77M,,12.34,,,2.1,1.63,,
SIVBQ,98,SIVBQ,9/30/1998,329.26M,,10.53,,,2.35,1.57,,
SIVBQ,99,SIVBQ,6/30/1998,732.24M,,24.38,,,5.22,3.69,,
SIVBQ,100,SIVBQ,3/31/1998,625.51M,,21.81,,,4.79,3.33,,
SIVBQ,101,SIVBQ,12/31/1997,560.83M,,20.68,,,4.62,3.21,,
SIVBQ,102,SIVBQ,9/30/1997,578.04M,,22.76,,,4.93,3.56,,
SIVBQ,103,SIVBQ,6/30/1997,436.09M,,18.47,,,3.97,2.89,,
SIVBQ,104,SIVBQ,3/31/1997,338.49M,,15.24,,,3.28,2.41,,
SIVBQ,105,SIVBQ,12/31/1996,300.91M,,14.59,,,3.17,2.22,,
SIVBQ,106,SIVBQ,9/30/1996,262.63M,,12.73,,,2.79,2.1,,
SIVBQ,107,SIVBQ,6/30/1996,237.23M,,12.26,,,2.7,2.11,,
SIVBQ,108,SIVBQ,3/31/1996,208.02M,,11.49,,,2.41,1.98,,
SIVBQ,109,SIVBQ,12/31/1995,215.14M,,13.64,,,2.63,2.19,,
SIVBQ,110,SIVBQ,9/30/1995,179.61M,,14.06,,,2.35,1.95,,
SIVBQ,111,SIVBQ,6/30/1995,158.92M,,12.5,,,2.09,1.72,,
SIVBQ,112,SIVBQ,3/31/1995,125.58M,,11.69,,,1.84,1.5,,
SIVBQ,113,SIVBQ,12/31/1994,114.87M,,18.75,,,2.02,1.55,,
SIVBQ,114,SIVBQ,9/30/1994,104.16M,,17.19,,,1.86,1.4,,
SIVBQ,115,SIVBQ,6/30/1994,87.85M,,20.19,,,1.54,1.23,,
SIVBQ,116,SIVBQ,3/31/1994,82.48M,,30.86,,,1.3,1.15,,
SIVBQ,117,SIVBQ,12/31/1993,83.95M,,50.63,,,1.35,1.19,,
SIVBQ,118,SIVBQ,9/30/1993,82.76M,,37.05,,,1.3,1.22,,
SIVBQ,119,SIVBQ,6/30/1993,70.59M,,,,,1.08,1.05,,
SIVBQ,120,SIVBQ,3/31/1993,93.05M,,,,,1.54,1.38,,
SIVBQ,121,SIVBQ,12/31/1992,65.11M,,,,,1.12,0.99,,
SIVBQ,122,SIVBQ,9/30/1992,55.95M,,178.13,,,0.96,0.86,,
SIVBQ,123,SIVBQ,6/30/1992,86.33M,,6.4,,,1.81,1.16,,
SIVBQ,124,SIVBQ,3/31/1992,92.30M,,7.37,,,1.94,1.3,,
SIVBQ,125,SIVBQ,12/31/1991,101.49M,,7.61,,,1.96,1.53,,
SIVBQ,126,SIVBQ,9/30/1991,78.73M,,6.09,,,,1.25,,
SIVBQ,127,SIVBQ,6/30/1991,67.80M,,6.44,,,,,,
SIVBQ,128,SIVBQ,3/31/1991,71.52M,,7.3,,,,,,
SIVBQ,129,SIVBQ,12/31/1990,58.66M,,6.02,,,,,,
SIVBQ,130,SIVBQ,9/30/1990,45.36M,,5.02,,,,,,
SIVBQ,131,SIVBQ,6/30/1990,84.87M,,10.61,,,,,,
SIVBQ,132,SIVBQ,3/31/1990,55.90M,,8.11,,,,,,
SIVBQ,133,SIVBQ,12/31/1989,53.21M,,8.61,,,,,,
SIVBQ,134,SIVBQ,9/30/1989,67.21M,,12.32,,,,,,
SIVBQ,135,SIVBQ,6/30/1989,49.25M,,9.03,,,,,,
SIVBQ,136,SIVBQ,3/31/1989,35.27M,,7.73,,,,,,
SIVBQ,137,SIVBQ,12/31/1988,28.93M,,7.84,,,,,,
SIVBQ,138,SIVBQ,9/30/1988,14.21M,,6.13,,,,,,
SIVBQ,139,SIVBQ,6/30/1988,13.24M,,6.47,,,,,,
SIVBQ,140,SIVBQ,3/31/1988,10.25M,,5.78,,,,,,
SIVBQ,141,SIVBQ,12/31/1987,10.15M,,6.77,,,,,,
