,,Unnamed: 0,Breakdown,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Capital Stock,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow,Other Cash Adjustment Inside Change in Cash,Cash Flow from Discontinued Operation
JPM,41,JPM,12/31/2012,"-4,511,000","-50,104,000","54,086,000","53,723,000","501,000","2,381,000",-,0,"43,741,000","-25,788,000",-,"-4,511,000",,
JPM,42,JPM,9/30/2012,"-16,659,000","-3,759,000","28,754,000","53,343,000","705,000","2,975,000",-,-,"24,603,000","-22,463,000",-,"-16,659,000",,
JPM,43,JPM,6/30/2012,"41,983,000","-20,600,000","-30,485,000","44,866,000","377,000","2,755,000",-,-,"12,715,000","-31,509,000",-,"41,983,000",,
JPM,44,JPM,3/31/2012,"4,266,000","-45,362,000","35,352,000","55,383,000","467,000","3,050,000",-,-,"14,527,000","-16,713,000",-,"4,266,000",,
JPM,45,JPM,12/31/2011,"29,414,000","-1,085,000","-24,659,000","59,602,000","2,383,000","2,980,000",-,-,"16,821,000","-25,259,000",-,"29,414,000",,
JPM,46,JPM,9/30/2011,"7,793,000","-23,860,000","43,040,000","56,766,000","1,017,000","3,201,000",-,-,"8,398,000","-14,687,000",-,"7,793,000",,
JPM,47,JPM,6/30/2011,"64,704,000","-79,997,000","21,997,000","30,466,000","4,037,000","3,926,000",-,-,"19,799,000","-14,882,000","-3,480,000","64,704,000",,
JPM,48,JPM,3/31/2011,"-5,979,000","-65,810,000","67,328,000","23,469,000","716,000","3,618,000",-,-,"17,056,000","-27,250,000","-95,000","-5,979,000",,
JPM,49,JPM,12/31/2010,"1,894,000","33,281,000","-31,427,000","27,567,000","1,341,000","3,431,000",-,-,"28,148,000","-57,220,000","-687,000","1,894,000",,
JPM,50,JPM,9/30/2010,"-53,201,000","-52,953,000","96,362,000","23,960,000","3,045,000","2,610,000",-,-,"9,069,000","-6,431,000",-,"-53,201,000",,
JPM,51,JPM,6/30/2010,"28,423,000","87,536,000","-114,437,000","32,806,000","3,133,000","3,513,000",-,-,"5,029,000","-28,151,000",-,"28,423,000",,
JPM,52,JPM,3/31/2010,"19,132,000","-13,862,000","285,000","31,422,000","2,228,000","2,850,000",-,-,"12,935,000","-14,110,000",-,"19,132,000",,
JPM,53,JPM,12/31/2009,"11,013,000","-8,240,000","2,379,000","26,206,000","1,323,000","5,120,000",-,0,"8,600,000","-19,330,000",0,"11,013,000",,
JPM,54,JPM,9/30/2009,"7,625,000","3,165,000","-15,145,000","21,068,000","274,000","3,292,000",-,0,"4,645,000","-24,496,000",0,"7,625,000",,
JPM,55,JPM,6/30/2009,"52,503,000","31,676,000","-85,976,000","25,133,000","3,119,000","2,933,000",-,-,"20,329,000","-44,911,000","-24,687,000","52,503,000",,
JPM,56,JPM,3/31/2009,"50,756,000","2,754,000","-53,437,000","26,681,000","718,000","5,530,000",-,-,"17,750,000","-43,703,000","-313,000","50,756,000",,
JPM,57,JPM,12/31/2008,"-9,307,000","-66,817,000","48,821,000","26,895,000",-,-,-,-,"34,021,000","-12,401,000",-,"-9,307,000",,
JPM,58,JPM,9/30/2008,"8,432,000","-165,447,000","179,731,000","54,350,000",-,-,-,-,"9,388,000","-20,317,000",-,"8,432,000",,
JPM,59,JPM,6/30/2008,"26,396,000","14,411,000","-55,335,000","32,255,000",-,-,-,-,"18,678,000","-12,493,000",-,"26,396,000",,
JPM,60,JPM,3/31/2008,"-2,423,000","-68,493,000","77,289,000","46,888,000",-,-,-,-,"19,506,000","-17,480,000",-,"-2,423,000",,
JPM,61,JPM,12/31/2007,"-29,247,000","-31,797,000","68,305,000","40,144,000",-,-,-,-,"59,433,000","-8,968,000",-,"-29,247,000",,
JPM,62,JPM,9/30/2007,"-14,957,000","-13,004,000","25,102,000","32,766,000",-,-,-,-,"24,250,000","-10,078,000",-,"-14,957,000",,
JPM,63,JPM,6/30/2007,"-14,838,000","-16,471,000","34,836,000","35,449,000",-,-,-,-,"29,639,000","-15,484,000",-,"-14,838,000",,
JPM,64,JPM,3/31/2007,"-51,518,000","-11,846,000","54,743,000","31,836,000",-,-,-,-,"23,231,000","-14,880,000",-,"-51,518,000",,
JPM,65,JPM,12/31/2006,"-14,516,000","5,995,000","12,623,000","40,412,000",-,-,-,-,"26,018,000","-9,104,000",-,"-14,516,000",,
JPM,66,JPM,9/30/2006,"18,677,000","-31,461,000","10,686,000","36,279,000",-,-,-,-,"11,190,000","-8,434,000",-,"18,677,000",,
JPM,67,JPM,6/30/2006,"-35,572,000","-38,687,000","75,619,000","38,390,000",-,-,-,-,"19,816,000","-7,413,000",-,"-35,572,000",,
JPM,68,JPM,3/31/2006,"-18,168,000","-35,474,000","53,821,000","36,903,000",-,-,-,-,"12,354,000","-9,316,000",-,"-18,168,000",,
JPM,69,JPM,12/31/2005,"8,783,000","-7,746,000","2,640,000","36,670,000",-,-,-,-,"11,726,000","-4,672,000",-,"8,783,000",,
JPM,70,JPM,9/30/2005,"-657,000","-11,676,000","10,403,000","33,036,000",-,-,-,-,"8,927,000","-8,178,000",-,"-657,000",,
JPM,71,JPM,6/30/2005,"-20,634,000","7,131,000","11,099,000","35,092,000",-,-,-,-,"7,272,000","-4,130,000",-,"-20,634,000",,
JPM,72,JPM,3/31/2005,"-11,719,000","-6,662,000","20,927,000","37,593,000",-,-,-,-,"15,796,000","-9,903,000",-,"-11,719,000",,
JPM,73,JPM,12/31/2004,"19,388,000","-4,486,000","-10,810,000","35,168,000",-,-,-,-,"5,516,000","-4,459,000",-,"19,388,000",,
JPM,74,JPM,9/30/2004,"-28,334,000","53,306,000","-17,681,000","30,815,000",-,-,-,-,"8,441,000","-5,986,000",-,"-28,334,000",,
JPM,75,JPM,6/30/2004,"-4,500,000","-29,942,000","38,703,000","23,525,000",-,-,-,-,"6,444,000","-2,789,000",-,"-4,500,000",,
JPM,76,JPM,3/31/2004,"-8,359,000","-41,954,000","49,384,000","19,419,000",-,-,-,-,"4,943,000","-2,805,000",-,"-8,359,000",,
JPM,77,JPM,12/31/2003,"-23,581,000","27,200,000","-1,952,000","20,268,000",-,-,-,-,"6,153,000","-2,274,000",-,"-23,581,000",,
JPM,78,JPM,9/30/2003,"19,898,000","1,449,000","-26,171,000","18,585,000",-,-,-,-,"2,044,000","-1,164,000",-,"19,898,000",,
JPM,79,JPM,6/30/2003,"-322,000","-10,135,000","11,417,000","23,398,000",-,-,-,-,"2,362,000","-1,005,000",-,"-322,000",,
JPM,80,JPM,3/31/2003,"18,606,000","-6,096,000","-9,545,000","22,229,000",-,-,-,-,"6,636,000","-3,873,000",-,"18,606,000",,
JPM,81,JPM,12/31/2002,"-16,874,000","-9,419,000","27,257,000","19,218,000",-,-,-,-,"1,413,000","-1,035,000",-,"-16,874,000",,
JPM,82,JPM,9/30/2002,"25,093,000","-7,676,000","-21,465,000","18,159,000",-,-,-,-,0,"-3,487,000",-,"25,093,000",,
JPM,83,JPM,6/30/2002,"-20,795,000","3,375,000","16,605,000","21,878,000",-,-,-,-,"6,025,000","-1,943,000",-,"-20,795,000",,
JPM,84,JPM,3/31/2002,"-12,558,000","-9,624,000","22,246,000","22,637,000",-,-,-,-,"4,533,000","-5,720,000",-,"-12,558,000",,
JPM,85,JPM,12/31/2001,"33,613,000","23,450,000","-56,887,000","22,600,000",-,-,-,-,"25,000","-2,761,000",-,"33,613,000",,
JPM,86,JPM,9/30/2001,"-21,212,000","-15,156,000","34,505,000","22,299,000",-,-,-,-,"1,672,000","-649,000",-,"-21,212,000",,
JPM,87,JPM,6/30/2001,"-5,092,000","2,317,000","4,618,000","24,219,000",-,-,-,-,"2,306,000","-3,877,000",-,"-5,092,000",,
JPM,88,JPM,3/31/2001,"-10,416,000","1,707,000","7,081,000","22,371,000",-,-,-,-,"4,983,000","-5,287,000",-,"-10,416,000",,
JPM,89,JPM,12/31/2000,"-9,923,000","-5,967,000","18,195,000","23,972,000",-,-,-,-,"6,401,000","-12,766,000",-,"-9,923,000",,
JPM,90,JPM,9/30/2000,"-4,647,000","-153,000","5,768,000","19,403,000",-,-,-,-,"2,880,000",0,-,"-4,647,000",,
JPM,91,JPM,6/30/2000,"5,076,000","-9,311,000","6,310,000","18,361,000",-,-,-,-,"1,687,000","-816,000",-,"5,076,000",,
JPM,92,JPM,3/31/2000,"-4,182,000","14,445,000","-10,221,000","16,258,000",-,-,-,-,"3,893,000","-860,000",-,"-4,182,000",,
JPM,93,JPM,12/31/1999,"-3,925,000","-24,733,000","28,397,000","16,229,000",-,-,-,-,"1,280,000","-325,000",-,"-2,673,000",,
JPM,94,JPM,9/30/1999,"-5,810,000","-2,255,000","8,521,000","16,490,000",-,-,"-1,200,000",-,"170,000","-605,000",-,"-7,010,000",,
JPM,95,JPM,6/30/1999,"7,068,000","-4,272,000","-5,065,000","16,037,000",-,-,"-3,000",-,"2,185,000","-958,000",-,"7,065,000",,
JPM,96,JPM,3/31/1999,"-709,000","64,000","1,875,000","18,306,000",-,-,"-49,000",-,"1,075,000","-1,077,000",-,"-758,000",,
JPM,97,JPM,12/31/1998,"1,208,000","-12,412,000","13,677,000",0,-,-,-,-,"2,602,000","-642,000",-,"227,000",,
JPM,98,JPM,9/30/1998,"5,959,000","3,104,000","-10,175,000",0,-,-,-,-,"323,000","-313,000",-,"5,959,000",,
JPM,99,JPM,6/30/1998,"772,000","-5,104,000","5,139,000",0,-,-,-,-,"426,000","-332,000",-,"772,000",,
JPM,100,JPM,3/31/1998,"-4,347,000","-148,000","3,683,000",0,-,-,-,-,"1,831,000","-662,000",-,"-4,347,000",,
JPM,101,JPM,12/31/1997,"2,153,000","330,000","-1,091,000",0,-,-,-,-,"520,000","-688,000",-,"2,153,000",,
JPM,102,JPM,9/30/1997,"-411,000","-11,019,000","8,860,000",0,-,-,-,-,"1,154,000","1,056,000",-,"-411,000",,
JPM,103,JPM,6/30/1997,"272,000","-9,834,000","12,098,000",0,-,-,-,-,"1,150,000","-1,877,000",-,"272,000",,
JPM,104,JPM,3/31/1997,"3,447,000","1,863,000","-5,586,000",0,-,-,-,-,"1,121,000","-625,000",-,"3,447,000",,
JPM,105,JPM,12/31/1996,"4,947,000","-14,456,000","10,336,000",0,-,-,-,-,"1,025,000","-75,000",-,"4,947,000",,
JPM,106,JPM,9/30/1996,"-6,238,000","2,647,000","4,070,000",0,-,-,-,-,"46,000","-406,000",-,"-6,238,000",,
JPM,107,JPM,6/30/1996,"-1,403,000","-11,858,000","15,705,000",0,-,-,-,-,"95,000","-401,000",-,"-1,403,000",,
JPM,108,JPM,3/31/1996,"1,711,000","-2,443,000","-3,217,000",0,-,-,-,-,"725,000","-571,000",-,"1,711,000",,
JPM,109,JPM,12/31/1995,"-2,827,000","7,096,000","-2,303,000",0,-,-,-,-,"2,348,000","-450,000",-,"-2,827,000",,
JPM,110,JPM,9/30/1995,"-1,486,000","-7,537,000","8,371,000",0,-,-,-,-,"331,000",0,-,"-1,486,000",,
JPM,111,JPM,6/30/1995,"-1,419,000","-2,021,000","3,372,000",0,-,-,-,-,"291,000","-790,000",-,"-1,419,000",,
JPM,112,JPM,3/31/1995,"3,627,000","-3,589,000","-1,034,000",0,-,-,-,-,"291,000","-578,000",-,"3,627,000",,
JPM,113,JPM,12/31/1994,"476,000","-2,850,000","3,125,000",0,-,-,-,-,"80,000","-647,000",-,"476,000",,
JPM,114,JPM,9/30/1994,"643,000","-2,926,000","915,000",0,-,-,-,-,"377,000","-315,000",-,"643,000",,
JPM,115,JPM,6/30/1994,"898,000","-2,133,000","2,414,000",0,-,-,-,-,"215,000","-331,000",-,"898,000",,
JPM,116,JPM,3/31/1994,"333,000","799,000","320,000",0,-,-,-,-,"1,000,000","-749,000",-,"333,000",,
JPM,117,JPM,12/31/1993,"-9,002,000","4,029,000","4,499,000",0,-,-,-,-,"150,000","-263,000",-,"-9,002,000",,
JPM,118,JPM,9/30/1993,"17,000","-1,623,000","1,263,000",0,-,-,-,-,"690,000","-822,000",-,"17,000",,
JPM,119,JPM,6/30/1993,"2,092,000","1,294,000","-3,183,000",0,-,-,-,-,"1,366,000","-898,000",-,"2,092,000",,
JPM,120,JPM,3/31/1993,"-1,593,000","-3,270,000","3,459,000",0,-,-,-,-,"1,245,000","-316,000",-,"-1,593,000",,
JPM,121,JPM,12/31/1992,"2,364,000","-137,000","470,000",0,-,-,-,-,"251,000","-60,000",-,"2,364,000",,
JPM,122,JPM,9/30/1992,"1,690,000","696,000","-3,392,000",0,-,-,-,-,"415,000","-166,000",-,"1,690,000",,
JPM,123,JPM,6/30/1992,"-916,000","-3,327,000","5,534,000",0,-,-,-,-,"626,000","-133,000",-,"-916,000",,
JPM,124,JPM,3/31/1992,"2,619,000","-510,000","-3,754,000",0,-,-,-,-,"362,000","-190,000",-,"2,619,000",,
JPM,125,JPM,12/31/1991,"-1,384,000","660,000","966,000",0,-,-,-,-,"597,000","-512,000",-,"-1,384,000",,
JPM,126,JPM,9/30/1991,"1,631,000","-267,000","-544,000",0,-,-,-,-,"1,000","-212,000",-,"1,631,000",,
JPM,127,JPM,6/30/1991,"674,000","-1,388,000","1,695,000",0,-,-,-,-,"241,000","-119,000",-,"674,000",,
JPM,128,JPM,3/31/1991,"-784,000","-973,000","-165,000",0,-,-,-,-,"41,000","-65,000",-,"-784,000",,
JPM,129,JPM,12/31/1990,"196,000","1,409,000","-999,000",0,-,-,-,-,0,"-1,000",-,"196,000",,
JPM,130,JPM,9/30/1990,"1,030,000","-662,000","-778,000",0,-,-,-,-,"157,000","-269,000",-,"1,030,000",,
JPM,131,JPM,6/30/1990,"-1,007,000","1,402,000","525,000",0,-,-,-,-,"90,000","-6,000",-,"-1,007,000",,
JPM,132,JPM,3/31/1990,"390,000","-3,436,000","2,508,000",0,-,-,-,-,"407,000","-130,000",-,"390,000",,
PNC,0,PNC,ttm,"9,083,000","-13,428,000","3,384,000","7,043,000","197,000","2,172,000",-,"2,293,000","38,042,000","-8,057,000","-5,231,000","9,083,000",-,
PNC,1,PNC,12/31/2022,"4,046,000","-2,755,000","-796,000","7,043,000","117,000","1,277,000",-,"10,000","5,685,000","-1,716,000","-2,153,000","4,046,000",-,
PNC,2,PNC,9/30/2022,"3,394,000","-21,690,000","16,262,000","6,548,000","18,000","475,000",-,"1,259,000","19,977,000","-656,000","-1,002,000","3,394,000",-,
PNC,3,PNC,6/30/2022,"2,632,000","-1,690,000","68,000","8,582,000","46,000","335,000",-,"1,002,000","11,620,000","-1,646,000","-797,000","2,632,000",-,
PNC,4,PNC,3/31/2022,"-989,000","12,707,000","-12,150,000","7,572,000","16,000","85,000",-,"22,000","760,000","-4,039,000","-1,279,000","-989,000",-,
PNC,5,PNC,12/31/2021,"3,494,000","-9,057,000","4,724,000","8,004,000","273,000","187,000",-,"7,000","151,000","-2,426,000","-638,000","3,494,000",-,
PNC,6,PNC,9/30/2021,"1,525,000","3,312,000","-4,718,000","8,843,000","18,000","59,000",-,"1,507,000","964,000","-2,201,000","-374,000","1,525,000",-,
PNC,7,PNC,6/30/2021,"1,415,000","9,022,000","-9,168,000","8,724,000","369,000","148,000",-,"9,000","1,087,000","-2,028,000","-1,000","1,415,000",-,
PNC,8,PNC,3/31/2021,"780,000","-6,072,000","5,730,000","7,455,000","15,000","188,000",-,"27,000","356,000","-3,848,000","-66,000","780,000",-,
PNC,9,PNC,12/31/2020,"1,935,000","-6,743,000","5,196,000","7,017,000","648,000","221,000",-,"11,000","14,000","-4,560,000","-20,000","1,935,000",-,
PNC,10,PNC,9/30/2020,"393,000","-3,142,000","3,040,000","6,629,000","2,234,000","158,000",-,"20,000","-1,034,000","-3,911,000","-561,000","393,000",-,
PNC,11,PNC,6/30/2020,"3,027,000","-17,858,000","13,676,000","6,338,000","492,000","275,000",-,"11,000","575,000","-18,934,000","-1,000","3,027,000",-,
PNC,12,PNC,3/31/2020,"-696,000","-23,379,000","26,507,000","7,493,000","36,000","638,000",-,"23,000","13,762,000","-4,182,000","-1,522,000","-696,000",-,
PNC,13,PNC,12/31/2019,"3,115,000","-4,265,000","540,000","5,061,000","109,000","827,000",-,"17,000","6,433,000","-9,629,000","-952,000","3,115,000",-,
PNC,14,PNC,9/30/2019,"604,000","-3,242,000","2,893,000","5,671,000","104,000","1,010,000",-,"33,000","-2,825,000","-5,394,000","-1,013,000","604,000",-,
PNC,15,PNC,6/30/2019,"2,243,000","-11,460,000","9,571,000","5,416,000","187,000","998,000",-,"18,000","16,290,000","-6,900,000","-787,000","2,243,000",-,
PNC,16,PNC,3/31/2019,"1,401,000","-6,023,000","4,076,000","5,062,000","30,000","907,000",-,"22,000","7,794,000","-8,046,000","-826,000","1,401,000",-,
PNC,17,PNC,12/31/2018,"2,137,000","-2,315,000","538,000","5,608,000","48,000","954,000",-,"8,000","4,620,000","-5,045,000","-732,000","2,137,000",-,
PNC,18,PNC,9/30/2018,"1,164,000","805,000","-2,146,000","5,248,000","222,000","699,000",-,"21,000","4,387,000","-6,125,000","-504,000","1,164,000",-,
PNC,19,PNC,6/30/2018,"1,617,000","-1,209,000","368,000","5,425,000","95,000","681,000",-,"7,000","4,880,000","-3,990,000","-801,000","1,617,000",-,
PNC,20,PNC,3/31/2018,"2,922,000","-1,250,000","-2,272,000","4,649,000","7,000","501,000",-,"33,000","2,114,000","-2,774,000","-840,000","2,922,000",-,
PNC,21,PNC,12/31/2017,"873,000","-5,400,000","5,040,000","5,249,000","19,000","542,000",-,"38,000","3,633,000","-1,901,000","-520,000","873,000",-,
PNC,22,PNC,9/30/2017,"2,542,000","-4,782,000","1,937,000","4,736,000","23,000","408,000",-,"26,000","4,705,000","-2,981,000","-553,000","2,542,000",-,
PNC,23,PNC,6/30/2017,"675,000","806,000","-1,445,000","5,039,000","22,000","446,000",-,"8,000","3,569,000","-2,887,000","-686,000","675,000",-,
PNC,24,PNC,3/31/2017,"1,609,000","-5,639,000","4,154,000","5,003,000","8,000","347,000",-,"60,000","7,141,000","-4,619,000","-688,000","1,609,000",-,
PNC,25,PNC,12/31/2016,"1,340,000","162,000","-1,154,000","4,879,000","197,000","337,000",-,"607,000","3,040,000","-1,795,000","-503,000","1,340,000",-,
PNC,26,PNC,9/30/2016,"1,534,000","-7,515,000","6,316,000","4,531,000","177,000","316,000",-,"34,000","447,000","-3,036,000","-505,000","1,534,000",-,
PNC,27,PNC,6/30/2016,"485,000","819,000","-969,000","4,196,000","265,000","319,000",-,"11,000","2,328,000","-1,101,000","-503,000","485,000",-,
PNC,28,PNC,3/31/2016,"276,000","-908,000","428,000","3,861,000","19,000","345,000",-,"18,000","1,223,000","-2,420,000","-551,000","276,000",-,
PNC,29,PNC,12/31/2015,"1,896,000","-2,726,000","1,060,000","4,065,000","392,000","241,000",-,"9,000","1,640,000","-3,251,000","-554,000","1,896,000",-,
PNC,30,PNC,9/30/2015,"1,971,000","-5,051,000","2,503,000","3,835,000","336,000","261,000",-,"21,000","1,264,000","-3,039,000","-578,000","1,971,000",-,
PNC,31,PNC,6/30/2015,"1,387,000","-4,597,000","3,471,000","4,412,000","163,000","252,000",-,"49,000","3,881,000","-2,284,000","-1,057,000","1,387,000",-,
PNC,32,PNC,3/31/2015,"242,000","-3,886,000","3,435,000","4,151,000","28,000","251,000",-,"60,000","5,873,000","-4,718,000","-463,000","242,000",-,
PNC,33,PNC,12/31/2014,"977,000","-10,346,000","9,565,000","4,360,000","413,000","236,000",-,"49,000","9,583,000","-5,165,000","-543,000","977,000",-,
PNC,34,PNC,9/30/2014,"1,110,000","-8,265,000","6,427,000","4,164,000",-,-,-,"24,000","6,430,000","-3,449,000","-342,000","1,110,000",-,
PNC,35,PNC,6/30/2014,"1,550,000","-3,297,000","1,916,000","4,892,000",-,-,-,"53,000","7,596,000","-5,310,000","-250,000","1,550,000",-,
PNC,36,PNC,3/31/2014,"1,920,000","-2,985,000","1,745,000","4,723,000","20,000","205,000",-,"126,000","8,585,000","-7,023,000","-41,000","1,920,000",-,
PNC,37,PNC,12/31/2013,"-341,000","-11,106,000","10,582,000","4,043,000","6,000","193,000",-,"49,000","15,881,000","-11,051,000","-1,000","-341,000",-,
PNC,38,PNC,9/30/2013,"4,100,000","-7,186,000","3,943,000","4,908,000","14,000","258,000",-,"64,000","8,480,000","-6,924,000",0,"4,100,000",-,
PNC,39,PNC,6/30/2013,"780,000","-4,023,000","3,346,000","4,051,000","182,000","207,000",-,"598,000","7,362,000","-5,184,000","-151,000","780,000",-,
PNC,40,PNC,3/31/2013,"1,016,000","3,380,000","-5,668,000","3,948,000","32,000","233,000",-,"29,000","4,147,000","-8,343,000","-22,000","1,016,000",-,
PNC,41,PNC,12/31/2012,"1,201,000","-5,628,000","5,363,000","5,220,000","-10,000","265,000",-,"540,000","17,165,000","-18,764,000","-56,000","1,201,000",-,
PNC,42,PNC,9/30/2012,"1,812,000","-392,000","-1,272,000","4,284,000","18,000","310,000",-,"473,000","2,422,000","892,000","-109,000","1,812,000",-,
PNC,43,PNC,6/30/2012,"1,050,000","-4,133,000","3,057,000","4,136,000","20,000","295,000",-,"1,524,000","8,328,000","-9,299,000","-26,000","1,050,000",-,
PNC,44,PNC,3/31/2012,"2,764,000","-7,108,000","4,401,000","4,162,000","11,000","338,000",-,"70,000","10,426,000","-8,564,000","-25,000","2,764,000",-,
PNC,45,PNC,12/31/2011,"1,450,000","-2,823,000","1,496,000","4,105,000","-24,000","352,000",-,"37,000","5,438,000","-3,664,000","-7,000","1,450,000",-,
PNC,46,PNC,9/30/2011,"880,000","-6,957,000","6,194,000","3,982,000","142,000","346,000",-,"999,000","3,197,000","-2,889,000","-14,000","880,000",-,
PNC,47,PNC,6/30/2011,"2,978,000","-1,882,000","-620,000","3,865,000","433,000","374,000",-,"10,000","2,433,000","-2,159,000","-19,000","2,978,000",-,
PNC,48,PNC,3/31/2011,"727,000","5,113,000","-5,748,000","3,389,000","291,000","445,000",-,"14,000","2,201,000","-6,457,000","-33,000","727,000",-,
PNC,49,PNC,12/31/2010,"374,000","-4,715,000","3,914,000","3,297,000","173,000","452,000",-,"7,599,000","2,070,000","-1,764,000","-7,611,000","374,000",-,
PNC,50,PNC,9/30/2010,"169,000","1,168,000","-1,171,000","3,724,000","240,000","498,000",-,"25,000","1,585,000","-3,174,000","-56,000","169,000",-,
PNC,51,PNC,6/30/2010,"1,996,000","3,659,000","-5,660,000","3,558,000","31,000","406,000",-,"-7,547,000","1,452,000","-1,467,000","7,530,000","1,996,000",-,
PNC,52,PNC,3/31/2010,"2,272,000","5,617,000","-8,614,000","3,563,000","308,000","515,000",-,"3,409,000","3,323,000","-5,990,000","-7,646,000","2,272,000",-,
PNC,53,PNC,12/31/2009,"3,224,000","-2,859,000","497,000","4,288,000","-492,000","625,000",-,"73,000","961,000","-2,585,000","-64,000","3,224,000",-,
PNC,54,PNC,9/30/2009,"1,179,000","4,624,000","-6,174,000","3,426,000","530,000","710,000",-,"53,000","556,000","-4,145,000","-42,000","1,179,000",-,
PNC,55,PNC,6/30/2009,"480,000","6,892,000","-7,151,000","3,797,000","18,000","833,000",-,"675,000","-2,526,000","-25,000","-47,000","480,000",-,
PNC,56,PNC,3/31/2009,"870,000","822,000","-2,587,000","3,576,000","10,000","983,000",-,"70,000","6,076,000","-9,740,000","-35,000","870,000",-,
PNC,57,PNC,12/31/2008,"2,010,000","-6,370,000","5,771,000","4,471,000",-,-,-,-,"3,675,000","-4,963,000",-,"2,010,000",-,
PNC,58,PNC,9/30/2008,"3,301,000","-3,512,000","-254,000","3,060,000",-,-,-,-,"562,000","-145,000",-,"3,301,000",-,
PNC,59,PNC,6/30/2008,"1,397,000","-3,470,000","1,664,000","3,525,000",-,-,-,-,"-343,000","-1,299,000",-,"1,397,000",-,
PNC,60,PNC,3/31/2008,"706,000","366,000","-705,000","3,934,000",-,-,-,-,"6,477,000","-862,000",-,"706,000",-,
PNC,61,PNC,12/31/2007,"-1,203,000","-3,524,000","4,976,000","3,567,000",-,-,-,-,"4,904,000","-1,119,000",-,"-1,203,000",-,
PNC,62,PNC,9/30/2007,"997,000","-4,225,000","3,369,000","3,318,000",-,-,-,-,"3,137,000","-582,000",-,"997,000",-,
PNC,63,PNC,6/30/2007,"-1,261,000","-2,377,000","3,581,000","3,177,000",-,-,-,-,"2,519,000","-322,000",-,"-1,261,000",-,
PNC,64,PNC,3/31/2007,"1,051,000","-4,513,000","3,173,000","3,234,000",-,-,-,-,"2,420,000","-903,000",-,"1,051,000",-,
PNC,65,PNC,12/31/2006,"1,128,000","-2,126,000","1,503,000","3,523,000",-,-,-,-,"1,709,000","-489,000",-,"1,128,000",-,
PNC,66,PNC,9/30/2006,"-34,000","153,000","-539,000","3,018,000",-,-,-,-,"-133,000","-2,164,000",-,"-34,000",-,
PNC,67,PNC,6/30/2006,"609,000","-2,058,000","1,681,000","3,438,000",-,-,-,-,"-484,000","465,000",-,"609,000",-,
PNC,68,PNC,3/31/2006,"945,000","-1,331,000","74,000","3,206,000",-,-,-,-,"1,400,000","-1,643,000",-,"945,000",-,
PNC,69,PNC,12/31/2005,"296,000","1,137,000","-1,389,000","3,518,000",-,-,-,-,"502,000","-98,000",-,"296,000",-,
PNC,70,PNC,9/30/2005,"115,000","-1,736,000","1,653,000","3,474,000",-,-,-,-,"-55,571,000","57,383,000",-,"115,000",-,
PNC,71,PNC,6/30/2005,"364,000","-1,735,000","1,905,000","3,442,000",-,-,-,-,"31,920,000","-32,601,000",-,"364,000",-,
PNC,72,PNC,3/31/2005,"-1,451,000","-3,462,000","4,591,000","2,908,000",-,-,-,-,"27,569,000","-26,349,000",-,"-1,451,000",-,
PNC,73,PNC,12/31/2004,"329,000","-898,000","794,000","3,230,000",-,-,-,-,"16,896,000","-16,510,000",-,"329,000",-,
PNC,74,PNC,9/30/2004,"193,000","-3,238,000","2,985,000","3,005,000",-,-,-,-,"11,438,000","-10,924,000",-,"193,000",-,
PNC,75,PNC,6/30/2004,"118,000","1,099,000","-939,000","3,065,000",-,-,-,-,"7,148,000","-7,940,000",-,"118,000",-,
PNC,76,PNC,3/31/2004,"-203,000","-2,156,000","2,178,000","2,787,000",-,-,-,-,"7,748,000","-8,202,000",-,"-203,000",-,
PNC,77,PNC,12/31/2003,"1,298,000","-3,907,000","1,963,000","2,968,000",-,-,-,-,"5,634,000","-4,634,000",-,"1,298,000",-,
PNC,78,PNC,9/30/2003,"-530,000","1,485,000","-1,138,000","3,614,000",-,-,-,-,"5,644,000","-6,308,000",-,"-530,000",-,
PNC,79,PNC,6/30/2003,"901,000","540,000","-1,270,000","3,797,000",-,-,-,-,"5,474,000","-6,074,000",-,"901,000",-,
PNC,80,PNC,3/31/2003,"-1,000","-778,000","1,204,000","3,626,000",-,-,-,-,"6,154,000","-7,001,000",-,"-1,000",-,
PNC,81,PNC,12/31/2002,"2,131,000","-1,455,000","-878,000","3,201,000",-,-,-,-,"5,852,000","-6,335,000",-,"3,807,000",-,
PNC,82,PNC,9/30/2002,"-1,091,000","1,967,000","-312,000","3,403,000",-,-,-,-,-,"-5,548,000",-,"-2,767,000",-,
PNC,83,PNC,6/30/2002,"1,035,000","217,000","-1,199,000","2,839,000",-,-,-,-,-,"-5,660,000",-,"1,035,000",-,
PNC,84,PNC,3/31/2002,"578,000","1,475,000","-3,594,000","2,786,000",-,-,-,-,"6,812,000","-7,618,000",-,"578,000",-,
PNC,85,PNC,12/31/2001,"924,000","-1,125,000","1,015,000","4,327,000",-,-,-,-,"12,040,000","-10,801,000",-,"924,000",-,
