,,Unnamed: 0,Breakdown,Total Revenue,Pretax Income,Tax Provision,Net Income Common Stockholders,Average Dilution Earnings,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Tax Rate for Calcs,Tax Effect of Unusual Items,Credit Losses Provision,Non Interest Expense,Special Income Charges,INTEREST_INCOME_AFTER_PROVISION_FOR_LOAN_LOSS,Total Money Market Investments,Income from Associates & Other Participating Interests,Rent Expense Supplemental,Other Non Operating Income Expenses,Earnings from Equity Interest Net of Tax,Operating Income
ZION,129,ZION,3/31/1991,"45,800","10,400","3,600","6,800",,"6,800",0.14,0.14,"48,571","48,571","6,800","6,800","74,500","41,900","32,600","1,300","6,800",-,-,0,0,,,,,,,,,,
ZION,130,ZION,12/31/1990,"47,800","12,100","4,400","7,700",,"7,700",-,-,-,-,"7,700","7,700","68,700","43,000","25,700","1,400","7,700",-,-,0,0,,,,,,,,,,
ZION,131,ZION,9/30/1990,"44,900","9,900","3,100","6,800",,"6,800",0.14,0.14,"48,571","48,571","6,800","6,800","76,000","42,000","34,000","1,300","6,800",-,-,0,0,,,,,,,,,,
ZION,132,ZION,6/30/1990,"44,600","8,200","2,100","6,100",,"6,100",0.13,0.13,"46,923","46,923","6,100","6,100","74,000","41,800","32,200","1,400","6,100",-,-,0,0,,,,,,,,,,
ZION,133,ZION,3/31/1990,"41,000","8,000","2,000","6,000",,"6,000",0.13,0.13,"46,154","46,154","6,000","6,000","68,700","39,400","29,300","1,300","6,000",-,-,0,0,,,,,,,,,,
ZION,134,ZION,12/31/1989,"41,500","6,900","2,400","6,300",,"6,300",-,-,-,-,"4,500","4,500","71,900","41,200","30,700","1,400","4,500",-,-,0,0,,,,,,,,,,
ZION,135,ZION,9/30/1989,"40,600","5,700","1,500","5,400",,"5,400",0.12,0.12,"45,000","45,000","4,200","4,200","71,100","40,400","30,700","1,300","4,200",-,-,0,0,,,,,,,,,,
ZION,136,ZION,6/30/1989,"40,200","4,300","1,000","4,100",,"4,100",0.09,0.09,"45,556","45,556","3,300","3,300","71,200","41,100","30,100",-,"3,300",-,-,0,0,,,,,,,,,,
ZION,137,ZION,3/31/1989,-,-,-,-,,-,0.04,0.04,"47,048","47,048",-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
ZION,138,ZION,12/31/1988,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
ZION,139,ZION,9/30/1988,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
ZION,140,ZION,6/30/1988,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
ZION,141,ZION,3/31/1988,-,-,-,-,,-,0.07,0.07,"47,040","47,040",-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
ZION,142,ZION,12/31/1987,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
ZION,143,ZION,9/30/1987,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
ZION,144,ZION,6/30/1987,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
ZION,145,ZION,3/31/1987,-,-,-,-,,-,0.10,0.10,"45,624","45,624",-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
ZION,146,ZION,12/31/1986,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
ZION,147,ZION,9/30/1986,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
ZION,148,ZION,6/30/1986,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
ZION,149,ZION,3/31/1986,-,-,-,-,,-,0.14,0.14,"45,680","45,680",-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
ZION,150,ZION,12/31/1985,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
ZION,151,ZION,9/30/1985,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
DB,0,DB,ttm,"26,656,000","5,594,000","-64,000","5,046,000",0,"5,046,000",-,-,-,-,"5,525,000","5,646,800",,,,-,"5,525,000","-203,000","-203,000",0,"-81,200","-1,226,000","19,784,000","-203,000","12,424,000","856,000","152,000",,,,
DB,1,DB,3/31/2023,"7,683,000","1,852,000","531,000","1,158,000",-,"1,158,000",-,-,-,-,"1,296,000","1,359,482",,,,-,"1,296,000","-89,000","-89,000",0,"-25,518","-372,000","5,368,000","-89,000","3,052,000",-,"-4,000",,,,
DB,2,DB,12/31/2022,"6,091,000","775,000","-1,204,000","1,803,000",-,"1,803,000",0.94,0.92,"2,084,000","2,130,000","1,950,000","1,948,800",,,,-,"1,950,000","2,000","2,000",0,800,"-351,000","4,929,000","2,000","3,387,000",-,"-37,000",,,,
DB,3,DB,9/30/2022,"6,824,000","1,615,000","372,000","1,115,000",-,"1,115,000",0.58,0.57,"2,082,200","2,116,100","1,209,000","1,283,690",,,,-,"1,209,000","-97,000","-97,000",0,"-22,310","-350,000","4,856,000","-97,000","3,314,000",-,"94,000",,,,
DB,4,DB,6/30/2022,"6,579,000","1,547,000","336,000","1,046,000",-,"1,046,000",0.34,0.33,"2,080,700","2,115,200","1,179,000","1,232,040",,,,-,"1,179,000","-68,000","-68,000",0,"-14,960","-233,000","4,801,000","-68,000","3,138,000",-,"67,000",,,,
DB,5,DB,3/31/2022,"7,292,000","1,658,000","431,000","1,060,000",-,"1,060,000",0.57,0.55,"2,092,400","2,142,600","1,187,000","1,204,760",,,,-,"1,187,000","-24,000","-24,000",0,"-6,240","-292,000","5,347,000","-24,000","2,585,000",-,"29,000",,,,
DB,6,DB,12/31/2021,"5,846,000","82,000","-234,000","145,000",-,"145,000",0.13,0.12,"2,097,000","2,153,000","263,000","683,000",,,,-,"263,000","-600,000","-600,000",0,"-180,000","-254,000","4,952,000","-600,000","2,669,000",-,"42,000",,,,
DB,7,DB,9/30/2021,"6,049,000","554,000","225,000","194,000",-,"194,000",0.15,0.14,"2,096,400","2,143,600","306,000","311,600",,,,-,"306,000","-8,000","-8,000",0,"-2,400","-117,000","5,360,000","-8,000","2,656,000",-,"-8,000",,,,
DB,8,DB,6/30/2021,"6,164,000","1,165,000","338,000","692,000",-,"692,000",0.21,0.20,"2,096,400","2,141,800","795,000","1,032,850",,,,-,"795,000","-335,000","-335,000",0,"-97,150","-75,000","4,628,000","-335,000","2,583,000",-,"40,000",,,,
DB,9,DB,3/31/2021,"7,499,000","1,905,000","661,000","1,115,000",-,"1,115,000",0.48,0.47,"2,096,200","2,139,700","1,208,000","1,356,888",,,,-,"1,208,000","-228,000","-228,000",0,"-79,112","-69,000","5,322,000","-228,000","2,727,000",-,"25,000",,,,
DB,10,DB,12/31/2020,"5,462,000","222,000","8,000","173,000",-,"173,000",0.08,0.08,"2,103,000","2,149,000","173,000","267,760",,,,-,"173,000","-103,000","-103,000",0,"-8,240","-251,000","4,924,000","-103,000","2,314,000",-,"38,000",,,,
DB,11,DB,9/30/2020,"5,922,000","494,000","177,000","191,000",-,"191,000",0.13,0.13,"2,104,200","2,157,300","286,000","517,040",,,,-,"286,000","-361,000","-361,000",0,"-129,960","-273,000","4,817,000","-361,000","2,353,000",-,"22,000",,,,
DB,12,DB,6/30/2020,"6,215,000","158,000","97,000","-77,000",-,"-77,000",-0.15,-0.15,"2,111,000","2,111,000","28,000","319,900",,,,-,"28,000","-417,000","-417,000",0,"-125,100","-761,000","4,925,000","-417,000","2,332,000",-,"45,000",,,,
DB,13,DB,3/31/2020,"6,187,000","74,000","78,000","-27,000",-,"-27,000",-0.01,-0.01,"2,121,300","2,121,300","-27,000","82,200",,,,-,"-27,000","-156,000","-156,000",0,"-46,800","-506,000","5,466,000","-156,000","2,756,000",-,"15,000",,,,
DB,14,DB,12/31/2019,"5,304,000","-1,293,000","191,000","-1,518,000",-,"-1,518,000",-0.72,-0.72,"2,117,000","2,117,000","-1,518,000","-776,000",,,,-,"-1,518,000","-1,060,000","-1,060,000",0,"-318,000","-247,000","5,314,000","-1,060,000","3,135,000",-,"23,000",,,,
DB,15,DB,9/30/2019,"5,236,000","-687,000","145,000","-942,000",-,"-942,000",-0.41,-0.41,"2,111,600","2,111,600","-859,000","-404,000",,,,-,"-859,000","-650,000","-650,000",0,"-195,000","-175,000","5,107,000","-650,000","3,259,000",-,"8,000",,,,
DB,16,DB,6/30/2019,"6,127,000","-946,000","2,204,000","-3,190,000",-,"-3,190,000",-1.66,-1.66,"2,114,000","2,114,000","-3,190,000","-2,072,800",,,,-,"-3,190,000","-1,596,000","-1,596,000",0,"-478,800","-161,000","5,368,000","-1,596,000","3,470,000",-,"45,000",,,,
DB,17,DB,3/31/2019,"6,274,000","292,000","91,000","178,000",-,"178,000",0.08,0.08,"2,096,900","2,152,200","178,000","109,164",,,,-,"178,000","100,000","100,000",0,"31,164","-140,000","5,976,000","100,000","3,163,000",-,"33,000",,,,
DB,18,DB,12/31/2018,"5,552,000","-320,000","89,000","-425,000",-,"-425,000",-,-,-,-,"-425,000","-261,200",,,,-,"-425,000","-234,000","-234,000",0,"-70,200","-252,000","5,406,000","-234,000","3,242,000",-,"22,000",,,,
DB,19,DB,9/30/2018,"6,152,000","506,000","277,000","211,000",-,"211,000",0.10,0.10,"2,104,300","2,157,300","211,000","292,900",,,,-,"211,000","-117,000","-117,000",0,"-35,100","-90,000","5,462,000","-117,000","3,267,000",-,"21,000",,,,
DB,20,DB,6/30/2018,"6,516,000","711,000","310,000","69,000",-,"69,000",0.03,0.03,"2,104,000","2,155,300","361,000","506,600",,,,-,"361,000","-208,000","-208,000",0,"-62,400","-95,000","5,578,000","-208,000","3,334,000",-,"74,000",,,,
DB,21,DB,3/31/2018,"6,874,000","432,000","312,000","120,000",-,"120,000",0.06,0.06,"2,094,600","2,151,300","120,000","136,100",,,,-,"120,000","-23,000","-23,000",0,"-6,900","-88,000","6,434,000","-23,000","2,825,000",-,"102,000",,,,
DB,22,DB,12/31/2017,"5,697,000","-1,406,000","1,019,000","-2,415,000",-,"-2,415,000",-1.15,-1.15,"2,094,600","2,094,600","-2,415,000","-2,003,569",,,,-,"-2,415,000","-586,000","-586,000",0,"-174,569","-129,000","6,400,000","-586,000","2,880,000",-,"12,000",,,,
DB,23,DB,9/30/2017,"6,754,000","933,000","284,000","647,000",-,"647,000",0.31,0.30,"2,095,800","2,151,700","647,000","722,821",,,,-,"647,000","-109,000","-109,000",0,"-33,179","-184,000","5,549,000","-109,000","3,203,000",-,"21,000",,,,
DB,24,DB,6/30/2017,"6,531,000","822,000","357,000","159,000",-,"159,000",0.08,0.07,"2,086,000","2,140,200","447,000","499,658",,,,-,"447,000","-75,000","-75,000",0,"-22,342","-79,000","5,639,000","-75,000","3,029,000",-,"84,000",,,,
DB,25,DB,3/31/2017,"7,326,000","878,000","303,000","571,000",-,"571,000",0.36,0.34,"1,579,700","1,655,000","571,000","513,800",,,,-,"571,000","88,000","88,000",0,"30,800","-133,000","6,421,000","88,000","2,934,000",-,"20,000",,,,
DB,26,DB,12/31/2016,"7,057,000","-2,416,000","-525,000","-1,890,000",-,"-1,890,000",-,-,-,-,"-1,890,000","372,782",,,,-,"-1,890,000","-2,891,000","-2,891,000",0,"-628,218","-507,000","6,119,000","-2,877,000","2,852,000",-,"28,000",,,,
DB,27,DB,9/30/2016,"7,418,000","619,000","340,000","256,000",-,"256,000",0.14,0.14,"1,741,274","1,776,904","256,000","627,078",,,,-,"256,000","-528,000","-528,000",0,"-156,922","-327,000","6,020,000","-528,000","3,198,000",-,"75,000",,,,
DB,28,DB,6/30/2016,"7,139,000","408,000","388,000","-210,000",-,"-210,000",-0.15,-0.15,"1,741,834","1,741,834","18,000","448,114",,,,-,"18,000","-612,000","-612,000",0,"-181,886","-259,000","6,104,000","-612,000","3,433,000",-,"246,000",,,,
DB,29,DB,3/31/2016,"7,963,000","579,000","343,000","214,000",-,"214,000",0.13,0.13,"1,553,489","1,573,320","214,000","545,722",,,,-,"214,000","-472,000","-472,000",0,"-140,278","-304,000","6,712,000","-472,000","3,620,000",-,"106,000",,,,
DB,30,DB,12/31/2015,"6,358,000","-2,704,000","-579,000","-2,120,000",-,"-2,120,000",-1.37,-1.37,"1,553,825","1,553,825","-2,120,000","-1,582,463",,,,-,"-2,120,000","-684,000","-684,000",0,"-146,463","-380,000","8,282,000","-684,000","3,477,000",-,"286,000",,,,
DB,31,DB,9/30/2015,"7,902,000","-6,101,000","-77,000","-6,013,000",-,"-6,013,000",-3.88,-3.88,"1,549,903","1,549,903","-6,013,000","889,280",,,,-,"-6,013,000","-6,972,000","-6,972,000",0,"-69,720","-207,000","6,281,000","-6,972,000","3,486,000",-,"-542,000",,,,
DB,32,DB,6/30/2015,"8,956,000","1,228,000","410,000","796,000",-,"796,000",0.37,0.36,"1,564,917","1,591,696","796,000","1,604,020",,,,-,"796,000","-1,206,000","-1,206,000",0,"-397,980","-151,000","6,593,000","-1,206,000","3,970,000",-,"220,000",,,,
DB,33,DB,3/31/2015,"10,175,000","1,479,000","920,000","544,000",-,"544,000",0.35,0.34,"1,551,472","1,588,110","544,000","1,823,667",,,,-,"544,000","-1,819,000","-1,819,000",0,"-539,333","-218,000","6,859,000","-1,819,000","3,992,000",-,"201,000",,,,
DB,34,DB,12/31/2014,"7,707,000","253,000","-189,000","438,000",-,"438,000",0.29,0.28,"1,551,808","1,580,939","438,000","540,000",,,,-,"438,000","-120,000","-120,000",0,"-18,000","-369,000","7,092,000","-120,000","3,449,000",-,"126,000",,,,
DB,35,DB,9/30/2014,"7,698,000","266,000","358,000","-94,000",-,"-94,000",-0.06,-0.06,"1,547,999","1,547,999","-94,000","-82,950",,,,-,"-94,000","-13,000","-13,000",0,"-1,950","-269,000","7,315,000","-13,000","3,144,000",-,"166,000",,,,
DB,36,DB,6/30/2014,"7,687,000","917,000","679,000","237,000",-,"237,000",0.19,0.19,"1,256,124","1,287,945","237,000","285,450",,,,-,"237,000","-57,000","-57,000",0,"-8,550","-250,000","6,637,000","-57,000","3,416,000",-,"173,000",,,,
DB,37,DB,3/31/2014,"8,239,000","1,680,000","577,000","1,083,000",-,"1,083,000",0.90,0.87,"1,202,567","1,237,301","1,083,000","1,119,960",,,,-,"1,083,000","-56,000","-56,000",0,"-19,040","-246,000","6,410,000","-56,000","3,129,000",-,"154,000",,,,
DB,38,DB,12/31/2013,"6,491,000","-1,768,000","-403,000","-1,360,000",-,"-1,360,000",-,-,-,-,"-1,360,000","1,408,603",,,,-,"-1,360,000","-3,586,000","-3,586,000",0,"-817,397","-752,000","3,995,000","-3,606,000","3,061,000",-,"96,000",,,,
DB,39,DB,9/30/2013,"7,612,000","18,000","-33,000","41,000",-,"41,000",0.04,0.04,"1,205,480","1,234,500","41,000","66,500",,,,-,"41,000","-30,000","-30,000",0,"-4,500","-512,000","7,186,000","-30,000","3,125,000",-,"132,000",,,,
DB,40,DB,6/30/2013,"8,108,000","792,000","457,000","334,000",-,"334,000",0.29,0.28,"1,172,427","1,204,808","334,000","497,200",,,,-,"334,000","-192,000","-192,000",0,"-28,800","-473,000","6,756,000","-192,000","3,178,000",-,"105,000",,,,
DB,41,DB,3/31/2013,"9,355,000","2,414,000","753,000","1,651,000",-,"1,651,000",1.50,1.46,"1,102,251","1,134,321","1,651,000","1,695,850",,,,-,"1,651,000","-65,000","-65,000",0,"-20,150","-354,000","6,558,000","-65,000","3,296,000",-,"36,000",,,,
DB,42,DB,12/31/2012,"7,781,000","-3,182,000","-654,000","-2,542,000",-,"-2,542,000",-2.31,-2.31,"1,104,248","1,104,248","-2,542,000","-957,829",,,,-,"-2,542,000","-1,994,000","-1,994,000",0,"-409,829","-434,000","8,622,000","-1,994,000","3,653,000",-,"87,000",,,,
DB,43,DB,9/30/2012,"8,495,000","1,127,000","372,000","747,000",-,"747,000",0.68,0.66,"1,096,965","1,124,454","747,000","931,898",,,,"503,000","747,000","-276,000","-276,000",0,"-91,102","-555,000","6,701,000","-276,000","3,162,000",-,"164,000",,,,
DB,44,DB,6/30/2012,"7,965,000","960,000","299,000","650,000",-,"650,000",0.60,0.59,"1,096,495","1,121,399","650,000","650,000",,,,"604,000","650,000",0,0,0,0,"-419,000","6,643,000",0,"3,475,000",-,"57,000",,,,
DB,45,DB,3/31/2012,"9,342,000","1,879,000","478,000","1,381,000",-,"1,381,000",1.27,1.23,"1,091,796","1,127,508","1,381,000","1,388,456",,,,"1,009,000","1,381,000","-10,000","-10,000",0,"-2,544","-314,000","6,990,000","-10,000","3,879,000",-,"-149,000",,,,
DB,46,DB,12/31/2011,"7,222,000","-351,000","-537,000","147,000",-,"134,000",-,-,-,-,"147,000","1,096,450",,,,"1,455,000","147,000","-1,117,000","-1,117,000",0,"-167,550","-546,000","5,507,000","-1,164,000","3,817,000",-,"-357,000",,,,
DB,47,DB,9/30/2011,"7,258,000","942,000","165,000","725,000",-,"725,000",0.67,0.63,"1,082,398","1,117,170","725,000","725,000",,,,"789,000","725,000",0,0,0,0,"-463,000","5,910,000",0,"3,811,000",-,"57,000",,,,
DB,48,DB,6/30/2011,"8,472,000","1,778,000","545,000","1,198,000",-,"1,198,000",1.09,1.06,"1,100,607","1,136,788","1,198,000","1,198,000",,,,"1,409,000","1,198,000",0,0,0,0,"-464,000","6,298,000",0,"4,028,000",-,"68,000",,,,
DB,49,DB,3/31/2011,"10,506,000","3,021,000","891,000","2,062,000",-,"2,062,000",1.87,1.81,"1,101,076","1,138,080","2,062,000","2,062,000",,,,"44,000","2,062,000",0,0,0,0,"-373,000","7,080,000",0,"3,794,000",-,"-32,000",,,,
DB,50,DB,12/31/2010,"7,396,000","707,000","101,000","601,000",-,"604,000",-,-,-,-,"601,000","1,016,714",,,,"700,000","601,000","-485,000","-485,000",0,"-69,286","-424,000","5,810,000","-487,000","3,961,000",-,"32,000",,,,
DB,51,DB,9/30/2010,"7,285,000","-1,048,000","170,000","-1,213,000",-,"-1,213,000",-1.49,-1.49,"816,791","816,791","-1,213,000","-1,213,000",,,,"2,584,000","-1,213,000",0,0,0,0,"-362,000","5,671,000",0,"3,053,000",-,"-2,300,000",,,,
DB,52,DB,6/30/2010,"7,062,000","1,524,000","358,000","1,160,000",-,"1,160,000",1.41,1.36,"822,900","853,325","1,160,000","1,160,000",,,,"394,000","1,160,000",0,0,0,0,"-243,000","5,388,000",0,"3,732,000",-,"93,000",,,,
DB,53,DB,3/31/2010,"8,827,000","2,793,000","1,016,000","1,762,000",-,"1,762,000",2.15,2.07,"820,198","852,033","1,762,000","1,780,451",,,,"577,000","1,762,000","-29,000","-29,000",0,"-10,549","-262,000","5,915,000","-29,000","3,409,000",-,"172,000",,,,
DB,54,DB,12/31/2009,"5,818,000","756,000","-553,000","1,315,000",-,"1,317,000",-,-,-,-,"1,315,000","2,067,250",,,,"139,000","1,315,000","-885,000","-885,000",0,"-132,750","-625,000","3,730,000","-766,000","2,003,000",-,-,,,,
DB,55,DB,9/30/2009,"7,238,000","1,315,000","-78,000","1,380,000",-,"1,380,000",1.69,1.63,"818,318","846,747","1,380,000","1,380,000",,,,"147,000","1,380,000",0,0,0,0,"-544,000","5,379,000",0,"2,589,000",-,-,,,,
DB,56,DB,6/30/2009,"7,940,000","1,316,000","242,000","1,092,000",-,"1,092,000",1.32,1.27,"826,261","856,773","1,092,000","1,220,129",,,,"-90,000","1,092,000","-157,000","-157,000",0,"-28,871","-1,000,000","5,467,000","-157,000","1,764,000",-,-,,,,
DB,57,DB,3/31/2009,"7,392,000","1,815,000","633,000","1,185,000",-,"1,185,000",1.53,1.49,"775,923","793,818","1,185,000","1,185,000",,,,"1,586,000","1,185,000",0,0,0,0,"-526,000","4,864,000",0,"3,317,000",-,"-187,000",,,,
DB,58,DB,12/31/2008,"2,142,244","-6,082,159","-1,535,049","-4,510,225",-,"-4,511,225",-,-,-,-,"-4,486,110","-4,777,018",,,,"1,729,465","-4,486,110","389,115","389,115",0,"98,207","-783,004","7,844,399","381,115","5,195,149",-,-,,,,
DB,59,DB,9/30/2008,"3,097,382","65,962","-227,676","308,532",-,"308,532",0.68,0.64,"637,527","675,634","293,638","306,298",,,,-,"293,638","-14,895","-14,895",0,"-2,234","-167,388","2,864,032","-14,895","2,004,397",-,-,,,,
DB,60,DB,6/30/2008,"5,396,877","646,253","-3,177","649,430",-,"649,430",1.03,0.99,"627,099","656,967","649,430","653,751",,,,-,"649,430","-5,084","-5,084",0,-762.54,"-135,351","4,614,002","-5,084","2,818,221",-,-,,,,
DB,61,DB,3/31/2008,"4,613,422","-243,778","-112,708","-131,070",-,"-131,070",-0.21,-0.21,"622,850","622,979","-131,070","-131,070",,,,"847,841","-131,070",-,-,0,0,"-113,974","4,753,357",-,"2,560,620",-,-,,,,
DB,62,DB,12/31/2007,"5,782,921","1,453,984","466,753","951,232",-,"951,232",-,-,-,-,"951,232","350,203",,,,-,"951,232","885,189","885,189",0,"284,160","-332,889","5,216,859","848,189","2,157,044",-,-,,,,
DB,63,DB,9/30/2007,"5,934,120","1,440,082","-182,200","1,622,283",-,"1,622,283",2.67,2.57,"608,431","630,060","1,622,283","1,620,706",,,,-,"1,622,283","2,102","2,102",0,525.5775,"-105,115","4,381,214","2,102","2,028,729",-,-,,,,
DB,64,DB,6/30/2007,"8,781,759","2,700,204","921,985","1,778,219",-,"1,778,219",2.91,2.79,"608,431","635,596","1,778,219","1,778,219",,,,"406,981","1,778,219",-,-,0,0,"-81,265","6,001,767",-,"1,889,774",-,-,,,,
DB,65,DB,3/31/2007,"9,573,334","3,151,438","1,030,767","2,120,670",-,"2,120,670",3.47,3.32,"611,521","638,170","2,120,670","2,151,398",,,,"458,119","2,120,670","-45,662","-45,662",0,"-14,935","-98,061","6,266,944","-45,662","1,954,490",-,-,,,,
DB,66,DB,12/31/2006,"6,562,122","1,879,629","15,448","1,818,480",-,"1,731,480",-,-,-,-,"1,864,181","1,986,970",,,,"470,456","1,864,181","-123,806","-123,806",0,"-1,018","-124,342","4,946,345","-123,806","1,257,320",-,-,,,,
DB,67,DB,9/30/2006,"6,384,840","1,778,426","543,692","1,234,733",-,"1,234,733",2.07,1.89,"597,496","656,643","1,234,733","1,247,316",,,,"397,126","1,234,733","-18,123","-18,123",0,"-5,541","-100,859","4,487,432","-18,123","1,760,303",-,-,,,,
DB,68,DB,6/30/2006,"6,804,707","1,868,849","641,732","1,227,117",-,"1,227,117",2.26,1.90,"598,209","713,441","1,227,117","1,264,629",,,,"800,022","1,227,117","-57,130","-57,130",0,"-19,617","-94,695","4,784,034","-57,130","1,776,502",-,-,,,,
DB,69,DB,3/31/2006,"7,986,097","2,603,732","940,511","1,709,421",-,"1,709,421",2.76,2.48,"591,619","658,185","1,663,220","1,690,097",,,,"-110,551","1,663,220","-42,076","-42,076",0,"-15,198","-9,900","5,329,565","-42,076","1,593,094",-,-,,,,
DB,70,DB,12/31/2005,"6,538,958","1,038,311","550,459","487,852",-,"487,852",-,-,-,-,"487,852","684,013",,,,"265,589","487,852","-326,934","-326,934",0,"-130,774","-118,023","5,056,535","-326,934","1,610,937",-,-,,,,
DB,71,DB,9/30/2005,"6,610,454","1,875,996","886,049","989,947",-,"989,947",1.64,1.47,"602,123","657,095","989,947","1,083,207",,,,"401,606","989,947","-155,433","-155,433",0,"-62,173","-87,275","4,490,920","-155,433","1,127,094",-,-,,,,
DB,72,DB,6/30/2005,"5,888,881","1,410,688","465,825","944,864",-,"944,864",1.58,1.47,"597,102","642,290","944,864","1,022,312",,,,"316,195","944,864","-115,630","-115,630",0,"-38,182","-75,160","4,287,403","-115,630","1,534,578",-,-,,,,
DB,73,DB,3/31/2005,"6,580,298","1,782,003","679,630","1,102,373",-,"1,102,373",1.83,1.62,"602,123","655,422","1,102,373","1,206,407",,,,"489,087","1,102,373","-168,172","-168,172",0,"-64,138","-94,114","4,536,008","-168,172","1,348,460",-,-,,,,
DB,74,DB,12/31/2004,"5,300,161","298,883","105,026","193,857",-,"193,857",-,-,-,-,"193,857","629,925",,,,"406,948","193,857","-672,319","-672,319",0,"-236,250","-10,714","4,571,562",-,"1,157,354",-,-,,,,
DB,75,DB,9/30/2004,"5,055,075","1,005,225","325,693","679,532",-,"679,532",1.10,0.99,"617,572","659,670","679,532","643,109",,,,"482,483","679,532","53,880","53,880",0,"17,457","-82,831","3,966,216",-,"1,075,189",-,-,,,,
DB,76,DB,6/30/2004,"5,389,628","1,160,074","411,560","748,514",-,"748,514",1.02,0.90,"644,736","695,460","748,514","724,710",,,,"256,391","748,514","36,893","36,893",0,"13,088","-154,950","4,074,605",-,"1,302,726",-,-,,,,
DB,77,DB,3/31/2004,"6,145,890","1,559,199","619,297","939,902",-,"939,902",1.40,1.30,"670,871","725,071","939,902","841,557",,,,"629,037","939,902","163,144","163,144",0,"64,799","-122,561","4,464,130",-,"1,269,436",-,-,,,,
